amount,month,is_weekend,year,amount_idr,transaction_type_income,category_freelance,category_gaji,category_hiburan,category_investasi,category_kesehatan,category_lainnya,category_makanan,category_pendidikan,category_tabungan,category_tagihan,category_tempat_tinggal,category_transportasi,payment_mode_ewallet,payment_mode_kartu,payment_mode_qris,payment_mode_tunai,location_bandung,location_denpasar,location_jakarta,location_makassar,location_medan,location_palembang,location_semarang,location_surabaya,location_unknown,location_yogyakarta,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
1.3183461334165303,-1.5878868298910953,0,-1.3626122667796972,0.03316301742603629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.05339600682198292,-1.5878868298910953,0,-1.3626122667796972,-0.12345338277998151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.28835582069768023,-1.5878868298910953,0,-1.3626122667796972,-0.15027953265381222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2502745696339061,-1.5878868298910953,0,-1.3626122667796972,-0.14593166851666992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2662940682462786,-1.5878868298910953,1,-1.3626122667796972,-0.1477606683936722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.24040483827406853,-1.5878868298910953,1,-1.3626122667796972,-0.14480480818976516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.40110619743267195,-1.5878868298910953,1,-1.3626122667796972,-0.07156134197434778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.14880340996707936,-1.5878868298910953,1,-1.3626122667796972,-0.13434636594006086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.14768527046661847,-1.5878868298910953,1,-1.3626122667796972,-0.13421870420367948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.19911968748781989,-1.5878868298910953,1,-1.3626122667796972,-0.14009114407722237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.30766522976333194,-1.5878868298910953,1,-1.3626122667796972,-0.15248415263978277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.7354514107531823,-1.5878868298910953,1,-1.3626122667796972,-0.033388027762927104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.3154276982184547,-1.5878868298910953,1,-1.3626122667796972,-0.15337041969427648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.227653747432274,-1.5878868298910953,1,-1.3626122667796972,-0.14334897338833918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2603808305034565,-1.5878868298910953,1,-1.3626122667796972,-0.1470855342108861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8456311569139834,-1.5878868298910953,0,-1.3626122667796972,-0.020808436662578547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0010272830946812886,-1.5878868298910953,0,-1.3626122667796972,2.5803781049393586,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.071452330641683,-1.5878868298910953,0,-1.3626122667796972,0.004974324019673687,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.17903618184492603,-1.5878868298910953,0,-1.3626122667796972,-0.13779814288914166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.2830016527050886,-1.5878868298910953,0,-1.3626122667796972,-0.14966822933921684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.12336573633159388,-1.5878868298910953,0,-1.3626122667796972,-0.13144206143738474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.11665689932882849,-1.5878868298910953,0,-1.3626122667796972,-0.13067609101909655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.21754748656272357,-1.5878868298910953,0,-1.3626122667796972,-0.14219510769412297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.74734239428693,-1.5878868298910953,0,-1.3626122667796972,-0.0320303942971791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.12276366121596109,-1.5878868298910953,0,-1.3626122667796972,-0.13137332050241018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.30592351246453703,-1.5878868298910953,0,-1.3626122667796972,-0.15228529493503487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.15531872282553422,-1.5878868298910953,0,-1.3626122667796972,-0.1350902410578215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3728086669979307,-1.5878868298910953,0,-1.3626122667796972,-0.07479216591815314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2590476641759839,-1.5878868298910953,0,-1.3626122667796972,-0.14693332214058524,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.23208330006871528,-1.5878868298910953,0,-1.3626122667796972,-0.14385471026708074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.19363650339902125,-1.5878868298910953,0,-1.3626122667796972,-0.13946511056227529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.21556923975421582,-1.5878868298910953,0,-1.3626122667796972,-0.14196924462206362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.23238433762653168,-1.5878868298910953,0,-1.3626122667796972,-0.14388908073456805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.28936644678463525,-1.5878868298910953,0,-1.3626122667796972,-0.15039491922323386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
